Время (сек),[Вертолет] Состояние,[Угловая скорость в связанной СК] По оси X (град-с),[Угловая скорость в связанной СК] По оси Y (град-с),[Угловая скорость в связанной СК] По оси Z (град-с),[Полное ускорение в связанной СК] По оси X (G),[Полное ускорение в связанной СК] По оси Y (G),[Полное ускорение в связанной СК] По оси Z (G),[Полное ускорение в нормальной СК] Северное (G),[Полное ускорение в нормальной СК] Восточное (G),[Полное ускорение в нормальной СК] Вертикальное (G),[Полное ускорение в нормальной СК] Перегрузка (G),[Напряженность МПЗ в связанной СК] По оси X (Гаусс),[Напряженность МПЗ в связанной СК] По оси Y (Гаусс),[Напряженность МПЗ в связанной СК] По оси Z (Гаусс),[Координаты в стартовой СК] Удаление на Север (м),[Координаты в стартовой СК] Удаление на Восток (м),[Координаты в стартовой СК] Высота (м),[Координаты в стартовой СК] Удаление по горизонтали (м),[Координаты в стартовой СК] Уход по горизонтали (м),[Координаты в стартовой СК] Уход по вертикали (м),[Координаты в стартовой СК] Ошибка по горизонтали (м),[Координаты в стартовой СК] Ошибка по вертикали (м),[Координаты в стартовой СК] СКО курса (град),[Координаты в географической СК] Широта (микро град),[Координаты в географической СК] Долгота (микро град),[Координаты в географической СК] Высота (м),[Координаты в географической СК] СКО широты (м),[Координаты в географической СК] СКО долготы (м),[Координаты в географической СК] СКО высоты (м),[Скорость относительно Земли] Северная (м-с),[Скорость относительно Земли] Восточная (м-с),[Скорость относительно Земли] Вертикальная (м-с),[Скорость относительно Земли] Горизонтальная (м-с),[Скорость относительно Земли] Полная (м-с),[Скорость относительно Земли] Траекторный угол (град),[Скорость относительно Земли] Путевой угол (град),[Скорость относительно Земли] Угол сноса (град),[Скорость относительно Земли] СКО северной (м-c),[Скорость относительно Земли] СКО восточной (м-c),[Скорость относительно Земли] СКО вертикальной (м-c),[Скорость относительно воздуха] Северная (м-с),[Скорость относительно воздуха] Восточная (м-с),[Скорость относительно воздуха] Вертикальная (м-с),[Скорость относительно воздуха] Горизонтальная (м-с),[Скорость относительно воздуха] Полная (м-с),[Скорость относительно воздуха] Угол атаки (град),[Скорость относительно воздуха] Угол скольжения (град),[Ориентация] Курс (град),[Ориентация] Тангаж (град),[Ориентация] Крен (град),[Ориентация] СКО курса (град),[Ориентация] СКО тангажа (град),[Ориентация] СКО крена (град),[Время] Дата (ddmmyyyy),[Время] Время (hhmmsssss),[Точка цели] Флаги,[Точка цели] Широта (микроград),[Точка цели] Долгота (микроград),[Точка цели] Высота (м),[Точка цели] Скорость (км-ч),[Точка цели] Путевой угол (град),[Точка цели] Азимут (град),[Точка цели] Возвышение (град),[Точка цели] Дальность (м),[Автопилот] Код ошибки,[Автопилот] Режим работы (0-A 1-AM 2-M),[Автопилот] Заданный путевой угол (град),[Автопилот] Текущий путевой угол (град),[Автопилот] Заданная высота (м),[Автопилот] Текущая высота (м),[Автопилот] Заданная скорость (км-ч),[Автопилот] Текущая скорость (км-ч),[Автопилот] Заданная вертикальная скорость (м-с),[Автопилот] Текущая  вертикальная скорость (м-с),[Автопилот] Заданный крен (град),[Автопилот] Текущий крен (град),[Автопилот] Заданный тангаж (град),[Автопилот] Текущий тангаж (град),[Автопилот] Заданный курс (град),[Автопилот] Текущий курс (град),[Автопилот] Заданный траекторный угол (град),[Автопилот] Текущий траекторный угол (град),[Автопилот] Текущий угол атаки (град),[Автопилот] Текущий угол скольжения (град),[Автопилот] Заданная тяга (%),[Автопилот] Триммер автомата тяги (%),[Автопилот] Триммер руля высоты (град),[Сервопривод направления] Код ошибки,[Сервопривод возвышения] Код ошибки,[Силовая установка] Тяга переднего левого двигателя (%),[Силовая установка] Тяга переднего правого двигателя (%),[Силовая установка] Тяга заднего левого двигателя (%),[Силовая установка] Тяга заднего правого двигателя (%),[Передний левый двигатель] Код ошибки,[Передний правый двигатель] Код ошибки,[Задний левый двигатель] Код ошибки,[Задний правый двигатель] Код ошибки,[Футаба] Канал флагов,[Футаба] Код ошибки,[Канал крена] Относительное положение,[Канал тангажа] Относительное положение,[Канал направления] Относительное положение,[Канал тяги] Относительное положение,[Канал автопилота] Относительное положение,[Канал двигателей] Относительное положение,[Канал парашюта] Относительное положение,[Канал связи] Относительное положение,[Канал полезной нагрузки] Относительное положение,[Канал режима] Относительное положение,[Канал 11] Относительное положение,[Канал 12] Относительное положение,[Канал 13] Относительное положение,[Канал 14] Относительное положение,[Канал 15] Относительное положение,[Канал 16] Относительное положение,[Батарея] Код ошибки,[Батарея] Напряжение (В),[Батарея] Ток (A),[Топливный бак] Код ошибки,[Топливный бак] Остаток (л),[Топливный бак] Уровень (%),[Топливный бак] Расход (л-мин),[Высотомер] Код ошибки,[Высотомер] Расстояние (м)
220.042,1,0.0214329,0.04840523,0.0240161,-0.02511457,-0.01791992,-0.002567589,-0.02816944,-0.01260041,-0.002455235,1.00293,0.102213,0.04599597,0.3796159,-2040.832,-407.6439,0.09681702,2081.146,6246.37,2.803842,0,-0.09945679,0,55877943,37542592,197.5349,1772.18,1772.364,0.4672945,-32.1652,-9.336296,0.003178098,33.49279,33.49279,0.005436741,196.186,-27.4474,14.03193,14.03639,0.2838306,-32.1652,-9.336296,0.003178098,33.49279,33.49279,-0.4896699,-27.4474,348.7635,1.32856,1.508223,2.694705,1.69453,1.799954,6011980,340040,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.7635,0,0.09681702,5,120.574,0,0.003178098,0,1.508223,0,1.32856,0,348.7635,0,0.005436741,7.510331,-27.4474,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.123,2.045,0x00000000,19.71636,98,0,0x00000000,0
220.052,1,-0.08925429,0.1026037,0.01752764,-0.02396568,-0.01636303,-0.001425803,-0.02671201,-0.0113241,-0.001299381,1.00172,0.102213,0.04599597,0.3796159,-2041.154,-407.7373,0.09684753,2081.48,6246.37,2.803842,0,-0.09945679,0,55877940,37542590,197.5349,1772.288,1772.472,0.4693637,-32.16781,-9.337446,0.003297997,33.49561,33.49561,0.005641375,196.1866,-27.44783,14.0325,14.03695,0.2845099,-32.16781,-9.337446,0.003297997,33.49561,33.49561,-0.491182,-27.44783,348.7637,1.329577,1.507312,2.694871,1.694724,1.800146,6011980,340050,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.7637,0,0.09684753,5,120.5842,0,0.003297997,0,1.507312,0,1.329577,0,348.7637,0,0.005641375,7.508819,-27.44783,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.123,2.045,0x00000000,19.71636,98,0,0x00000000,0
220.062,1,-0.03963587,0.03809988,-0.008426674,-0.02293662,-0.01623863,8.797646E-05,-0.02565824,-0.01145167,0.0001925826,1.000202,0.102213,0.04599597,0.3796159,-2041.476,-407.8307,0.09687805,2081.814,6246.37,2.803842,0,-0.09945679,0,55877938,37542589,197.535,1772.397,1772.581,0.4714422,-32.17032,-9.338609,0.003271455,33.49834,33.49834,0.005595518,196.1873,-27.44855,14.03307,14.03752,0.2851885,-32.17032,-9.338609,0.003271455,33.49834,33.49834,-0.4903242,-27.44855,348.7637,1.328886,1.50769,2.695035,1.694187,1.799461,6011980,340060,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.7637,0,0.09687805,5,120.594,0,0.003271455,0,1.50769,0,1.328886,0,348.7637,0,0.005595518,7.509677,-27.44855,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.123,2.045,0x00000000,19.71636,98,0,0x00000000,0
220.072,1,-0.04573753,0.05794014,-0.04735769,-0.02265385,-0.01597794,-0.0008031726,-0.02534387,-0.01122382,-0.0006973743,1.001081,0.102213,0.04599597,0.3796159,-2041.797,-407.9241,0.09690857,2082.147,6246.37,2.803842,0,-0.09945679,0,55877935,37542587,197.535,1772.505,1772.689,0.47353,-32.17279,-9.339749,0.003332264,33.50104,33.50104,0.005699067,196.188,-27.44968,14.03363,14.03809,0.2858663,-32.17279,-9.339749,0.003332264,33.50104,33.50104,-0.4911369,-27.44968,348.7632,1.329473,1.507199,2.695199,1.69438,1.799652,6011980,340070,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.7632,0,0.09690857,5,120.6037,0,0.003332264,0,1.507199,0,1.329473,0,348.7632,0,0.005699067,7.508864,-27.44968,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.123,2.045,0x00000000,19.71636,98,0,0x00000000,0
220.082,1,-0.0545162,0.01328363,0.02745155,-0.02584559,-0.01811892,-0.00500226,-0.02896981,-0.01257229,-0.004875779,1.005372,0.102213,0.04599597,0.3796159,-2042.119,-408.0175,0.09693909,2082.481,6246.37,2.803842,0,-0.09945679,0,55877932,37542586,197.535,1772.614,1772.798,0.4756271,-32.17562,-9.341022,0.003803192,33.50411,33.50411,0.006503884,196.1888,-27.45013,14.0342,14.03865,0.2865433,-32.17562,-9.341022,0.003803192,33.50411,33.50411,-0.4922927,-27.45013,348.7635,1.329594,1.506637,2.695364,1.694574,1.799842,6011980,340080,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.7635,0,0.09693909,5,120.6148,0,0.003803192,0,1.506637,0,1.329594,0,348.7635,0,0.006503884,7.507708,-27.45013,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.123,2.045,0x00000000,19.71636,98,0,0x00000000,0
220.092,1,-0.006042934,0.01633708,0.03775682,-0.0238822,-0.01927723,-0.00399518,-0.02725367,-0.0141253,-0.003945231,1.004414,0.102213,0.04599597,0.3796159,-2042.441,-408.111,0.09698486,2082.815,6246.37,2.803842,0,-0.09945679,0,55877929,37542584,197.5351,1772.722,1772.907,0.4777334,-32.17829,-9.342448,0.004182783,33.50706,33.50706,0.007152397,196.1898,-27.45082,14.03477,14.03922,0.2872196,-32.17829,-9.342448,0.004182783,33.50706,33.50706,-0.493085,-27.45082,348.764,1.329743,1.506563,2.695529,1.694767,1.800033,6011980,340090,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.764,0,0.09698486,5,120.6254,0,0.004182783,0,1.506563,0,1.329743,0,348.764,0,0.007152397,7.506916,-27.45082,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.18615,2.0158,0x00000000,19.71636,98,0,0x00000000,0
220.102,1,-0.0755086,-0.03060958,-0.01262486,-0.02375533,-0.02008299,-5.167723E-05,-0.02721983,-0.01505274,-2.896786E-05,1.000513,0.101213,0.0563293,0.3769492,-2042.763,-408.2045,0.09703064,2083.149,6246.37,2.803842,0,-0.09945679,0,55877926,37542583,197.5351,1772.831,1773.015,0.4798488,-32.18095,-9.343965,0.004177983,33.51004,33.51004,0.007143554,196.1911,-27.45208,14.03533,14.03978,0.287895,-32.18095,-9.343965,0.004177983,33.51004,33.51004,-0.4916481,-27.45208,348.7639,1.328274,1.506738,2.695693,1.69423,1.799348,6011980,340100,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.7639,0,0.09703064,5,120.6362,0,0.004177983,0,1.506738,0,1.328274,0,348.7639,0,0.007143554,7.508353,-27.45208,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.18615,2.0158,0x00000000,19.71636,98,0,0x00000000,0
220.112,1,-0.06328875,-0.01802191,-0.0004107721,-0.02225113,-0.02003948,-0.001156032,-0.02575497,-0.0152709,-0.001166224,1.001614,0.101213,0.0563293,0.3769492,-2043.084,-408.2979,0.09707642,2083.483,6246.37,2.803842,0,-0.09945679,0,55877923,37542581,197.5352,1772.939,1773.124,0.4819734,-32.18346,-9.345502,0.004284806,33.51289,33.51289,0.00732558,196.1924,-27.45337,14.0359,14.04035,0.2885697,-32.18346,-9.345502,0.004284806,33.51289,33.51289,-0.4919244,-27.45337,348.7639,1.32809,1.506082,2.695858,1.694424,1.799538,6011980,340110,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.7639,0,0.09707642,5,120.6464,0,0.004284806,0,1.506082,0,1.32809,0,348.7639,0,0.00732558,7.508076,-27.45337,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.18615,2.0158,0x00000000,19.71636,98,0,0x00000000,0
220.122,1,-0.07550246,0.001062218,-0.08285356,-0.02170388,-0.01985317,0.002207458,-0.02512078,-0.01529573,0.00218761,0.9982458,0.101213,0.0563293,0.3769492,-2043.406,-408.3914,0.09712219,2083.817,6246.37,2.803842,0,-0.09945679,0,55877920,37542580,197.5352,1773.048,1773.232,0.4841072,-32.18592,-9.347042,0.004062442,33.51567,33.51567,0.006944834,196.1937,-27.45551,14.03646,14.04092,0.2892437,-32.18592,-9.347042,0.004062442,33.51567,33.51567,-0.491863,-27.45551,348.7631,1.328117,1.505284,2.696023,1.694618,1.799728,6011980,340120,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.7631,0,0.09712219,5,120.6564,0,0.004062442,0,1.505284,0,1.328117,0,348.7631,0,0.006944834,7.508138,-27.45551,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.18615,2.0158,0x00000000,19.71636,98,0,0x00000000,0
220.132,1,-0.02092232,0.05220708,-0.06376965,-0.02477058,-0.02002509,0.002418756,-0.02815451,-0.01487847,0.002465665,0.9980425,0.101213,0.0563293,0.3769492,-2043.728,-408.485,0.05996704,2084.151,6246.37,3.036108,0,-0.4321594,0,55877917,37542578,197.4981,1773.157,1773.341,0.4649456,-32.18867,-9.348541,-0.0125528,33.51873,33.51874,-0.02145732,196.1949,-27.45641,14.03703,14.04148,0.2830649,-32.18867,-9.348541,-0.0125528,33.51873,33.51874,-0.4640058,-27.45641,348.7625,1.328652,1.505038,2.696187,1.694812,1.799919,6011980,340130,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.7625,0,0.05996704,5,120.6674,0,-0.0125528,0,1.505038,0,1.328652,0,348.7625,0,-0.02145732,7.535995,-27.45641,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.18615,2.0158,0x00000000,19.71636,98,0,0x00000000,0
220.142,1,0.1138105,0.01900102,-0.03132685,-0.02676282,-0.02118073,0.0005254149,-0.03037253,-0.01557677,0.0005893111,0.9999934,0.101213,0.0563293,0.3769492,-2044.05,-408.5785,0.05984497,2084.485,6246.37,3.036108,0,-0.4321594,0,55877914,37542577,197.4979,1773.265,1773.45,0.4670043,-32.19164,-9.350109,-0.01261829,33.52203,33.52203,-0.02156715,196.196,-27.45786,14.0376,14.04205,0.2837451,-32.19164,-9.350109,-0.01261829,33.52203,33.52203,-0.463508,-27.45786,348.7622,1.328845,1.506146,2.696352,1.695006,1.800109,6011980,340140,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.7622,0,0.05984497,5,120.6793,0,-0.01261829,0,1.506146,0,1.328845,0,348.7622,0,-0.02156715,7.536493,-27.45786,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.18615,2.0158,0x00000000,19.71636,98,0,0x00000000,0
220.152,1,-0.04573152,0.03083308,0.0495893,-0.02544444,-0.01894432,-0.001011908,-0.02866629,-0.01358126,-0.0009198189,1.001422,0.101213,0.0563293,0.3769492,-2044.372,-408.672,0.0597229,2084.819,6246.37,3.036108,0,-0.4321594,0,55877912,37542575,197.4978,1773.374,1773.558,0.4690723,-32.19444,-9.351481,-0.01253565,33.5251,33.5251,-0.02142395,196.197,-27.45819,14.03816,14.04262,0.2844246,-32.19444,-9.351481,-0.01253565,33.5251,33.5251,-0.4625179,-27.45819,348.7628,1.327813,1.506592,2.696516,1.694468,1.799424,6011980,340150,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.7628,0,0.0597229,5,120.6904,0,-0.01253565,0,1.506592,0,1.327813,0,348.7628,0,-0.02142395,7.537484,-27.45819,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.18615,2.0158,0x00000000,19.71636,98,0,0x00000000,0
220.162,1,0.03480865,0.02051916,0.02707045,-0.0257231,-0.01728942,-0.002190292,-0.02863899,-0.01187575,-0.0020473,1.002527,0.1038797,0.0573293,0.3742826,-2044.694,-408.7656,0.05960083,2085.153,6246.37,3.036108,0,-0.4321594,0,55877909,37542574,197.4977,1773.482,1773.667,0.4711497,-32.19724,-9.352686,-0.01234236,33.52813,33.52813,-0.0210917,196.1976,-27.45854,14.03873,14.04318,0.2851033,-32.19724,-9.352686,-0.01234236,33.52813,33.52813,-0.4628573,-27.45854,348.7631,1.328007,1.506924,2.69668,1.694661,1.799615,6011980,340160,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.7631,0,0.05960083,5,120.7013,0,-0.01234236,0,1.506924,0,1.328007,0,348.7631,0,-0.0210917,7.537144,-27.45854,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.18615,2.0158,0x00000000,19.71636,98,0,0x00000000,0
220.172,1,0.03938878,0.001435005,0.02974232,-0.02144769,-0.01783817,-0.002392054,-0.0245591,-0.01324073,-0.002362609,1.002751,0.1038797,0.0573293,0.3742826,-2045.016,-408.8591,0.05947876,2085.487,6246.37,3.036108,0,-0.4321594,0,55877906,37542572,197.4976,1773.591,1773.776,0.4732363,-32.19964,-9.354024,-0.01211811,33.5308,33.53081,-0.02070683,196.1987,-27.45928,14.0393,14.04375,0.2857812,-32.19964,-9.354024,-0.01211811,33.5308,33.53081,-0.4630449,-27.45928,348.7635,1.328009,1.507302,2.696845,1.694854,1.799806,6011980,340170,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.7635,0,0.05947876,5,120.7109,0,-0.01211811,0,1.507302,0,1.328009,0,348.7635,0,-0.02070683,7.536956,-27.45928,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.18615,2.0158,0x00000000,19.71636,98,0,0x00000000,0
220.182,1,0.005800957,0.04647328,-0.01682259,-0.01971423,-0.0191554,-0.0005304217,-0.02307937,-0.01492408,-0.000576973,1.000954,0.1038797,0.0573293,0.3742826,-2045.338,-408.9527,0.05935669,2085.821,6246.37,3.036108,0,-0.4321594,0,55877903,37542571,197.4975,1773.699,1773.884,0.4753322,-32.2019,-9.355528,-0.01206913,33.53339,33.53339,-0.02062155,196.2001,-27.46081,14.03986,14.04431,0.2864583,-32.2019,-9.355528,-0.01206913,33.53339,33.53339,-0.4634761,-27.46081,348.7633,1.328473,1.507333,2.69701,1.695048,1.799996,6011980,340180,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.7633,0,0.05935669,5,120.7202,0,-0.01206913,0,1.507333,0,1.328473,0,348.7633,0,-0.02062155,7.536525,-27.46081,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.18615,2.0158,0x00000000,19.71636,98,0,0x00000000,0
220.192,1,0.001220817,0.02624425,-0.02445618,-0.02413718,-0.0165563,0.0005865097,-0.02689053,-0.0115474,0.0007104278,0.999718,0.1038797,0.0573293,0.3742826,-2045.66,-409.0463,0.05923462,2086.155,6246.37,3.036108,0,-0.4321594,0,55877900,37542569,197.4973,1773.808,1773.993,0.4774373,-32.20452,-9.3567,-0.01214652,33.53624,33.53624,-0.02075201,196.2007,-27.46169,14.04043,14.04488,0.2871346,-32.20452,-9.3567,-0.01214652,33.53624,33.53624,-0.4635579,-27.46169,348.7631,1.328737,1.507317,2.697175,1.695242,1.800187,6011980,340190,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.7631,0,0.05923462,5,120.7305,0,-0.01214652,0,1.507317,0,1.328737,0,348.7631,0,-0.02075201,7.536443,-27.46169,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.16811,2.045,0x00000000,19.71636,98,0,0x00000000,0
220.203,1,-0.0293135,0.01746566,-0.06873099,-0.02635677,-0.02045648,-0.0001459122,-0.02984217,-0.01491337,-7.343292E-05,1.00063,0.1038797,0.0573293,0.3742826,-2045.982,-409.1399,0.05911255,2086.49,6246.37,3.036108,0,-0.4321594,0,55877897,37542568,197.4972,1773.917,1774.102,0.4795516,-32.20744,-9.358203,-0.01214697,33.53946,33.53946,-0.02075078,196.2018,-27.46337,14.04099,14.04545,0.2878102,-32.20744,-9.358203,-0.01214697,33.53946,33.53946,-0.4621844,-27.46337,348.7625,1.327665,1.508111,2.697338,1.694705,1.799501,6011980,340200,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.7625,0,0.05911255,5,120.7421,0,-0.01214697,0,1.508111,0,1.327665,0,348.7625,0,-0.02075078,7.537817,-27.46337,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.16811,2.045,0x00000000,19.71636,98,0,0x00000000,0
220.212,1,0.0130601,0.04150299,0.001498388,-0.02474306,-0.01967093,-6.079674E-05,-0.02810375,-0.01446421,-4.887581E-06,1.000504,0.1038797,0.0573293,0.3742826,-2046.304,-409.2335,0.05899048,2086.823,6246.37,3.036108,0,-0.4321594,0,55877894,37542566,197.4971,1774.025,1774.21,0.481675,-32.21019,-9.359661,-0.01215414,33.5425,33.54251,-0.02076115,196.2029,-27.4644,14.04156,14.04601,0.288485,-32.21019,-9.359661,-0.01215414,33.5425,33.54251,-0.4624529,-27.4644,348.7625,1.328075,1.508219,2.697503,1.694898,1.799692,6011980,340211,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.7625,0,0.05899048,5,120.753,0,-0.01215414,0,1.508219,0,1.328075,0,348.7625,0,-0.02076115,7.537549,-27.4644,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.16811,2.045,0x00000000,19.71636,98,0,0x00000000,0
220.222,1,-0.0323598,-0.008497044,-2.829051E-05,-0.0253597,-0.01975805,-0.0008171797,-0.02874224,-0.01440182,-0.0007487535,1.001265,0.106213,0.06132929,0.3849492,-2046.626,-409.3271,0.05886841,2087.158,6246.37,3.036108,0,-0.4321594,0,55877891,37542565,197.497,1774.134,1774.319,0.4838076,-32.213,-9.361114,-0.01208831,33.54561,33.54561,-0.02064679,196.2039,-27.4654,14.04213,14.04658,0.2891591,-32.213,-9.361114,-0.01208831,33.54561,33.54561,-0.4626132,-27.4654,348.7626,1.327986,1.507872,2.697668,1.695092,1.799883,6011980,340221,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.7626,0,0.05886841,5,120.7642,0,-0.01208831,0,1.507872,0,1.327986,0,348.7626,0,-0.02064679,7.537388,-27.4654,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.16811,2.045,0x00000000,19.71636,98,0,0x00000000,0
220.232,1,0.03443412,0.01669382,0.01676558,-0.02386301,-0.01786913,0.0008713007,-0.02687481,-0.01289901,0.0009537339,0.9994909,0.106213,0.06132929,0.3849492,-2046.948,-409.4208,0.04917908,2087.492,6246.37,3.088205,0,-0.1111755,0,55877888,37542563,197.4873,1774.243,1774.427,0.4646827,-32.21563,-9.362418,-0.01639529,33.5485,33.5485,-0.02800068,196.2048,-27.46588,14.04269,14.04714,0.2829936,-32.21563,-9.362418,-0.01639529,33.5485,33.5485,-0.4552305,-27.46588,348.7628,1.328144,1.508197,2.697832,1.695285,1.800073,6011980,340231,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.7628,0,0.04917908,5,120.7746,0,-0.01639529,0,1.508197,0,1.328144,0,348.7628,0,-0.02800068,7.544771,-27.46588,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.16811,2.045,0x00000000,19.71636,98,0,0x00000000,0
220.243,1,0.008098206,0.02089235,-0.03895957,-0.02147428,-0.01583446,0.002150297,-0.02411152,-0.01140617,0.002229393,0.998127,0.106213,0.06132929,0.3849492,-2047.271,-409.5145,0.04901123,2087.826,6246.37,3.088205,0,-0.1111755,0,55877886,37542562,197.4871,1774.351,1774.536,0.4667404,-32.21798,-9.363577,-0.01662176,33.55108,33.55109,-0.02838528,196.2056,-27.46696,14.04326,14.04771,0.283674,-32.21798,-9.363577,-0.01662176,33.55108,33.55109,-0.453679,-27.46696,348.7625,1.327297,1.509018,2.697996,1.694748,1.799388,6011980,340241,0x00000000,0,0,0,0,0,0,0,1000,0x00000000,0,0,348.7625,0,0.04901123,5,120.7839,0,-0.01662176,0,1.509018,0,1.327297,0,348.7625,0,-0.02838528,7.546322,-27.46696,0,0,0,0x00000000,0x00000000,0,0,0,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x00000000,25.16811,2.045,0x00000000,19.71636,98,0,0x00000000,0
