Время (сек),[Вертолет] Состояние,[Угловая скорость в связанной СК] По оси X (град-с),[Угловая скорость в связанной СК] По оси Y (град-с),[Угловая скорость в связанной СК] По оси Z (град-с),[Полное ускорение в связанной СК] По оси X (G),[Полное ускорение в связанной СК] По оси Y (G),[Полное ускорение в связанной СК] По оси Z (G),[Полное ускорение в нормальной СК] Северное (G),[Полное ускорение в нормальной СК] Восточное (G),[Полное ускорение в нормальной СК] Вертикальное (G),[Полное ускорение в нормальной СК] Перегрузка (G),[Напряженность МПЗ в связанной СК] По оси X (Гаусс),[Напряженность МПЗ в связанной СК] По оси Y (Гаусс),[Напряженность МПЗ в связанной СК] По оси Z (Гаусс),[Координаты в стартовой СК] Удаление на Север (м),[Координаты в стартовой СК] Удаление на Восток (м),[Координаты в стартовой СК] Высота (м),[Координаты в стартовой СК] Удаление по горизонтали (м),[Координаты в стартовой СК] Уход по горизонтали (м),[Координаты в стартовой СК] Уход по вертикали (м),[Координаты в стартовой СК] Ошибка по горизонтали (м),[Координаты в стартовой СК] Ошибка по вертикали (м),[Координаты в стартовой СК] СКО курса (град),[Координаты в географической СК] Широта (микро град),[Координаты в географической СК] Долгота (микро град),[Координаты в географической СК] Высота (м),[Координаты в географической СК] СКО широты (м),[Координаты в географической СК] СКО долготы (м),[Координаты в географической СК] СКО высоты (м),[Скорость относительно Земли] Северная (м-с),[Скорость относительно Земли] Восточная (м-с),[Скорость относительно Земли] Вертикальная (м-с),[Скорость относительно Земли] Горизонтальная (м-с),[Скорость относительно Земли] Полная (м-с),[Скорость относительно Земли] Траекторный угол (град),[Скорость относительно Земли] Путевой угол (град),[Скорость относительно Земли] Угол сноса (град),[Скорость относительно Земли] СКО северной (м-c),[Скорость относительно Земли] СКО восточной (м-c),[Скорость относительно Земли] СКО вертикальной (м-c),[Скорость относительно воздуха] Северная (м-с),[Скорость относительно воздуха] Восточная (м-с),[Скорость относительно воздуха] Вертикальная (м-с),[Скорость относительно воздуха] Горизонтальная (м-с),[Скорость относительно воздуха] Полная (м-с),[Скорость относительно воздуха] Угол атаки (град),[Скорость относительно воздуха] Угол скольжения (град),[Ориентация] Курс (град),[Ориентация] Тангаж (град),[Ориентация] Крен (град),[Ориентация] СКО курса (град),[Ориентация] СКО тангажа (град),[Ориентация] СКО крена (град),[Время] Дата (ddmmyyyy),[Время] Время (hhmmsssss),[Точка цели] Флаги,[Точка цели] Широта (микроград),[Точка цели] Долгота (микроград),[Точка цели] Высота (м),[Точка цели] Скорость (км-ч),[Точка цели] Путевой угол (град),[Точка цели] Азимут (град),[Точка цели] Возвышение (град),[Точка цели] Дальность (м),[Автопилот] Код ошибки,[Автопилот] Режим работы (0-A 1-AM 2-M),[Автопилот] Заданный путевой угол (град),[Автопилот] Текущий путевой угол (град),[Автопилот] Заданная высота (м),[Автопилот] Текущая высота (м),[Автопилот] Заданная скорость (км-ч),[Автопилот] Текущая скорость (км-ч),[Автопилот] Заданная вертикальная скорость (м-с),[Автопилот] Текущая  вертикальная скорость (м-с),[Автопилот] Заданный крен (град),[Автопилот] Текущий крен (град),[Автопилот] Заданный тангаж (град),[Автопилот] Текущий тангаж (град),[Автопилот] Заданный курс (град),[Автопилот] Текущий курс (град),[Автопилот] Заданный траекторный угол (град),[Автопилот] Текущий траекторный угол (град),[Автопилот] Текущий угол атаки (град),[Автопилот] Текущий угол скольжения (град),[Автопилот] Заданная тяга (%),[Автопилот] Триммер автомата тяги (%),[Автопилот] Триммер руля высоты (град),[Силовая установка] Тяга переднего левого двигателя (%),[Силовая установка] Тяга переднего правого двигателя (%),[Силовая установка] Тяга заднего левого двигателя (%),[Силовая установка] Тяга заднего правого двигателя (%),[Передний левый двигатель] Код ошибки,[Передний правый двигатель] Код ошибки,[Задний левый двигатель] Код ошибки,[Задний правый двигатель] Код ошибки,[Футаба] Канал флагов,[Футаба] Код ошибки,[Канал крена] Относительное положение,[Канал тангажа] Относительное положение,[Канал направления] Относительное положение,[Канал тяги] Относительное положение,[Канал автопилота] Относительное положение,[Канал двигателей] Относительное положение,[Канал парашюта] Относительное положение,[Канал связи] Относительное положение,[Канал полезной нагрузки] Относительное положение,[Канал режима] Относительное положение,[Канал 11] Относительное положение,[Канал 12] Относительное положение,[Канал 13] Относительное положение,[Канал 14] Относительное положение,[Канал 15] Относительное положение,[Канал 16] Относительное положение,[Батарея] Код ошибки,[Батарея] Напряжение (В),[Батарея] Ток (A),[Топливный бак] Код ошибки,[Топливный бак] Остаток (л),[Топливный бак] Уровень (%),[Топливный бак] Расход (л-мин),[Высотомер] Код ошибки,[Высотомер] Расстояние (м)
397.8,6,0.02373836,-0.0115624,0.01967773,0.002941434,-0.0004176088,-0.0009496808,0.002836183,0.0008148476,-0.001007795,1.001012,0.1143122,-0.0362916,0.4489318,-9.943954,5.144386,-0.6058044,11.19584,4.663083,0.2363487,0.06378355,-0.2399292,0.03072559,56050674,37469810,218.8268,0.380037,0.380046,0.3302325,0.001972629,0.01159422,0.01122918,0.01176083,0.01626074,43.67526,80.34422,35.11071,0.2196507,0.2196707,0.2017142,0.1461732,-0.1169124,0.01122918,0.1871766,0.1875132,-0.7974285,-62.00928,23.36506,0.7881581,2.566021,2.69536,0.6661862,0.6674967,10122021,80342613,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.6949,23.36506,-0.6058044,-0.6058044,20,0.6750474,-1.719187,0.01122918,-0.2439041,2.566021,0.1829305,0.7881581,25.60594,23.36506,0,3.433198,7.202572,-62.00928,0,0,0,0,4.017606,3.485178,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,-0.6097555,0.4573226,-5.182928,-57.30623,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,12.06085,0,0x00000000,19.99203,99,0,0x00000000,0
397.81,6,0.0008373866,-0.05736398,0.0593724,0.00054783,-0.000371024,-0.001561165,0.0005974919,-6.965175E-05,-0.001583576,1.001584,0.1143122,-0.0362916,0.4489318,-9.943933,5.144502,-0.604538,11.19588,4.663083,0.2297815,0.06378355,0.02742004,0.03072559,56050674,37469810,218.8281,0.3813187,0.3813278,0.3243688,0.002031261,0.01158737,0.01177721,0.01176407,0.0166462,45.03199,80.05711,33.95844,0.2206525,0.2206727,0.2012265,0.1462318,-0.1169192,0.01177721,0.1872267,0.1875968,-0.9639456,-61.99704,23.36567,0.7875676,2.566016,2.695452,0.6664616,0.6677717,10122021,80342623,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.6944,23.36567,-0.604538,-0.604538,20,0.6753483,-1.64676,0.01177721,-0.2439041,2.566016,0.1829305,0.7875676,25.65777,23.36567,0,3.599361,7.036056,-61.99704,0,0,0,0,4.097643,3.562613,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,-0.6097555,0.4573226,-5.182928,-54.89199,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,12.06085,0,0x00000000,19.99203,99,0,0x00000000,0
397.82,6,-0.04343724,0.01820867,0.05784572,-0.0004831143,0.0003302284,-0.001432955,-0.0006178338,0.0001663752,-0.001410007,1.00141,0.1143122,-0.0362916,0.4489318,-9.943913,5.144618,-0.6044159,11.19592,4.663083,0.2297815,0.06378355,0.02742004,0.03072559,56050674,37469810,218.8282,0.3826103,0.3826196,0.3254897,0.001970605,0.0116037,0.01191561,0.01176984,0.01674846,45.35264,80.36168,33.85818,0.221653,0.2216734,0.2020665,0.1461711,-0.1169029,0.01191561,0.1871691,0.187548,-1.007491,-62.00429,23.36629,0.7877329,2.565568,2.695621,0.6667368,0.6680465,10122021,80342633,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.6938,23.36629,-0.6044159,-0.6044159,20,0.6751729,-1.562897,0.01191561,-0.2439041,2.565568,0.1829305,0.7877329,25.70959,23.36629,0,3.642665,6.99251,-62.00429,0,0,0,0,4.179681,3.651721,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,-0.6097555,0.4573226,-5.182928,-52.09657,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,12.06085,0,0x00000000,19.99203,99,0,0x00000000,0
397.83,6,0.0393872,0.01133841,0.04296019,0.001169676,-0.0005221739,-0.001659513,0.001231994,4.114956E-05,-0.001697183,1.001698,0.1143122,-0.0362916,0.4489318,-9.943893,5.144733,-0.6042938,11.19595,4.663083,0.2297815,0.06378355,0.02742004,0.03072559,56050674,37469810,218.8284,0.3839119,0.3839214,0.3266199,0.002091515,0.01160773,0.01208221,0.01179465,0.01688471,45.69,79.78588,33.33818,0.2226523,0.222673,0.2029042,0.146292,-0.1168989,0.01208221,0.1872611,0.1876504,-1.056297,-61.97954,23.36675,0.7878363,2.565947,2.69579,0.6670122,0.6683215,10122021,80342643,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.6932,23.36675,-0.6042938,-0.6042938,20,0.6755415,-1.562897,0.01208221,-0.2439041,2.565947,0.1829305,0.7878363,25.76143,23.36675,0,3.691645,6.943705,-61.97954,0,0,0,0,4.270496,3.737066,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,-0.6097555,0.4573226,-5.182928,-52.09657,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,12.06085,0,0x00000000,19.99203,99,0,0x00000000,0
397.84,6,0.06231364,0.005269219,0.09867748,0.00192493,-0.000612732,0.002404451,0.002084846,0.0001103804,0.002347648,0.9976545,0.1359789,-0.03995826,0.4389319,-9.949647,5.146986,-0.6069031,11.2021,4.700822,0.2732274,0.06280956,0.02742004,0.03072559,56050674,37469810,218.8257,0.3774346,0.3774428,0.3252367,-0.003904411,0.01302389,0.008856062,0.01359655,0.0162264,33.07806,106.6881,53.8038,0.2164295,0.2164485,0.1987982,0.1402961,-0.1154827,0.008856062,0.181712,0.1819277,-0.1421443,-62.81761,23.36473,0.7926757,2.569823,2.695578,0.6654157,0.6667229,10122021,80342653,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.6965,23.36473,-0.6069031,-0.6069031,20,0.6549397,-1.520966,0.008856062,-0.2439041,2.569823,0.1829305,0.7926757,25.81325,23.36473,0,2.790206,7.857857,-62.81761,0,0,0,0,4.35184,3.817066,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,-0.6097555,0.4573226,-5.182928,-50.69886,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,12.06085,0,0x00000000,19.99203,99,0,0x00000000,0
397.85,6,-0.01057024,0.03506546,0.06279438,-0.0008120574,-9.931624E-05,0.002557635,-0.000625927,-0.0005024783,0.002561569,0.9974387,0.1359789,-0.03995826,0.4389319,-9.949687,5.147116,-0.6068115,11.20219,4.700822,0.2732274,0.06280956,0.02742004,0.03072559,56050674,37469810,218.8258,0.3786805,0.3786889,0.3263387,-0.003965863,0.01297456,0.008604647,0.01356714,0.01606572,32.38398,106.9966,54.53489,0.2174342,0.2174534,0.1996446,0.1402347,-0.115532,0.008604647,0.1816959,0.1818996,-0.06304459,-62.8422,23.3654,0.793007,2.569705,2.695746,0.6656911,0.666998,10122021,80342663,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.696,23.3654,-0.6068115,-0.6068115,20,0.6548384,-1.501906,0.008604647,-0.2439041,2.569705,0.1829305,0.793007,25.86508,23.3654,0,2.711354,7.936957,-62.8422,0,0,0,0,4.440318,3.911053,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,-0.6097555,0.4573226,-5.182928,-50.06353,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,12.06085,0,0x00000000,19.99203,99,0,0x00000000,0
397.86,6,-0.04377622,0.05987472,0.04638214,-0.000155149,-0.001692262,0.0001713634,0.0005354527,-0.001614526,9.75132E-05,0.9999039,0.1359789,-0.03995826,0.4389319,-9.949726,5.147245,-0.60672,11.20228,4.700822,0.2732274,0.06280956,0.02742004,0.03072559,56050674,37469810,218.8259,0.3799362,0.3799448,0.3274498,-0.003913322,0.01281608,0.008595086,0.01340022,0.01591984,32.67667,106.9798,54.24519,0.2184383,0.2184577,0.2004887,0.1402872,-0.1156905,0.008595086,0.1818373,0.1820403,-0.0578377,-62.87065,23.36593,0.7935938,2.569253,2.695915,0.6659665,0.6672731,10122021,80342673,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.6955,23.36593,-0.60672,-0.60672,20,0.6553451,-1.501906,0.008595086,-0.2439041,2.569253,0.1829305,0.7935938,25.91691,23.36593,0,2.706244,7.942163,-62.87065,0,0,0,0,4.52692,4.000906,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,-0.6097555,0.4573226,-5.182928,-50.06353,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,12.0428,0,0x00000000,19.99203,99,0,0x00000000,0
397.87,6,0.038285,-0.03401841,0.07386301,-9.899121E-05,-0.000507053,-0.001385331,6.58948E-05,-0.000459414,-0.001405239,1.001405,0.1359789,-0.03995826,0.4389319,-9.949765,5.147373,-0.6066284,11.20238,4.700822,0.2732274,0.06280956,0.02742004,0.03072559,56050674,37469810,218.826,0.3812019,0.3812107,0.32857,-0.00390687,0.01277097,0.008733025,0.0133552,0.01595704,33.18085,107.0098,53.75419,0.2194417,0.2194613,0.2013305,0.1402937,-0.1157356,0.008733025,0.181871,0.1820805,-0.1004441,-62.88131,23.36668,0.7932298,2.569624,2.696084,0.6662419,0.6675481,10122021,80342683,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.695,23.36668,-0.6066284,-0.6066284,20,0.6554897,-1.459975,0.008733025,-0.2439041,2.569624,0.1829305,0.7932298,25.97332,23.36668,0,2.7491,7.899557,-62.88131,0,0,0,0,4.620803,4.083331,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,-0.6097555,0.4573226,-5.640244,-48.66582,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,12.0428,0,0x00000000,19.99203,99,0,0x00000000,0
397.88,6,-0.004844903,-0.05233911,0.003252307,-0.0006595338,0.0003622733,-0.001110375,-0.0007869229,0.0001089461,-0.001083851,1.001084,0.1359789,-0.03995826,0.4389319,-9.949804,5.147501,-0.6065369,11.20247,4.700822,0.2732274,0.06280956,0.02742004,0.03072559,56050674,37469810,218.8261,0.3824775,0.3824864,0.3296994,-0.003984124,0.01278166,0.008839418,0.0133882,0.01604304,33.43437,107.3126,53.55078,0.2204435,0.2204634,0.2021699,0.1402164,-0.1157249,0.008839418,0.1818046,0.1820193,-0.1350884,-62.89439,23.36673,0.7927148,2.569554,2.696252,0.6665173,0.667823,10122021,80342693,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.6945,23.36673,-0.6065369,-0.6065369,20,0.6552696,-1.383736,0.008839418,-0.2439041,2.569554,0.1829305,0.7927148,26.0221,23.36673,0,2.783554,7.864913,-62.89439,0,0,0,0,4.713581,4.176502,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,-0.6097555,0.4573226,-4.87805,-46.12452,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,12.0428,0,0x00000000,19.99203,99,0,0x00000000,0
397.89,6,0.01080394,-0.03783527,-0.01544993,0.0002355427,-0.0003500432,0.0006229877,0.0003710687,-0.000252042,0.0006033778,0.9993967,0.1359789,-0.03995826,0.4389319,-9.949844,5.147628,-0.6064453,11.20257,4.700822,0.2732274,0.06280956,0.02742004,0.03072559,56050674,37469810,218.8262,0.383763,0.3837721,0.3308379,-0.003947719,0.0127569,0.008780206,0.01335377,0.01598171,33.32524,107.1951,53.64061,0.2214435,0.2214636,0.2030071,0.1402528,-0.1157497,0.008780206,0.1818484,0.1820602,-0.1159075,-62.89293,23.36659,0.792353,2.569638,2.696421,0.6667926,0.6680977,10122021,80342703,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.6941,23.36659,-0.6064453,-0.6064453,20,0.6554168,-1.383736,0.008780206,-0.2439041,2.569638,0.1829305,0.792353,26.07088,23.36659,0,2.764272,7.884094,-62.89293,0,0,0,0,4.79846,4.26084,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,-0.6097555,0.4573226,-4.87805,-46.12452,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,12.0428,0,0x00000000,19.99203,99,0,0x00000000,0
397.9,6,0.01004054,0.01827162,0.01890123,0.0005217185,-0.001074653,-0.0008541346,0.0008797944,-0.0007486381,-0.0009086132,1.000909,0.09931223,-0.05995826,0.4299318,-9.949883,5.147756,-0.6063538,11.20266,4.700822,0.2732274,0.06280956,0.02742004,0.03072559,56050674,37469810,218.8263,0.3850586,0.3850679,0.3319857,-0.00386138,0.01268341,0.008869399,0.01325817,0.01595134,33.78157,106.9325,53.15184,0.2224428,0.2224631,0.203842,0.1403392,-0.1158232,0.008869399,0.1819618,0.1821778,-0.142044,-62.89378,23.36682,0.7925364,2.56972,2.69659,0.6670678,0.6683726,10122021,80342713,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.6936,23.36682,-0.6063538,-0.6063538,20,0.65584,-1.299873,0.008869399,-0.2439041,2.56972,0.1829305,0.7925364,26.11966,23.36682,0,2.790571,7.857957,-62.89378,0,0,0,0,4.871985,4.337701,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,-0.6097555,0.4573226,-4.87805,-43.32909,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,12.0428,0,0x00000000,19.99203,99,0,0x00000000,0
397.91,6,0.006223831,0.0415541,0.09256536,0.0004385887,0.0008293465,-0.001644313,2.759136E-05,0.0009940527,-0.001611352,1.001612,0.09931223,-0.05995826,0.4299318,-9.949922,5.147883,-0.5973511,11.20275,4.700822,0.2268471,0.06280956,0.2102814,0.03072559,56050674,37469810,218.8353,0.3863642,0.3863736,0.3260335,-0.003858687,0.01278097,0.01211041,0.01335075,0.01802511,42.21103,106.7995,44.82998,0.223441,0.2234615,0.2032979,0.1403418,-0.1157256,0.01211041,0.1819018,0.1823045,-1.160344,-62.85623,23.3678,0.7929193,2.569774,2.696678,0.6673429,0.6686475,10122021,80342723,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.6931,23.3678,-0.5973511,-0.5973511,20,0.656296,-1.200762,0.01211041,-0.2439041,2.569774,0.1829305,0.7929193,26.16844,23.3678,0,3.808939,6.839657,-62.85623,0,0,0,0,4.938693,4.405808,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,-0.6097555,0.4573226,-4.87805,-40.02541,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,12.0428,0,0x00000000,19.99203,99,0,0x00000000,0
397.92,6,-0.03156247,0.02552333,0.1131761,-0.0003879368,-0.0002033822,0.00128001,-0.0002360065,-0.000382971,0.001274824,0.9987252,0.09931223,-0.05995826,0.4299318,-9.949961,5.14801,-0.597229,11.20284,4.700822,0.2268471,0.06280956,0.2102814,0.03072559,56050674,37469810,218.8354,0.3876798,0.3876894,0.3271753,-0.003881867,0.01274336,0.01198529,0.01332149,0.01791952,41.97758,106.9417,45.0774,0.2244371,0.2244577,0.2041321,0.1403187,-0.1157632,0.01198529,0.1819078,0.1823022,-1.121051,-62.87234,23.36898,0.7931328,2.569453,2.696847,0.667618,0.6689222,10122021,80342733,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.6926,23.36898,-0.597229,-0.597229,20,0.6562879,-1.200762,0.01198529,-0.2439041,2.569453,0.1829305,0.7931328,26.21722,23.36898,0,3.769577,6.878951,-62.87234,0,0,0,0,5.014267,4.482004,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,-0.6097555,0.4573226,-4.87805,-40.02541,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,12.0428,0,0x00000000,19.99203,99,0,0x00000000,0
397.93,6,-0.03156254,-0.007300915,0.1143211,0.001119189,-0.0002105162,0.002568185,0.00118681,0.0001611672,0.00254041,0.9974602,0.09931223,-0.05995826,0.4299318,-9.949999,5.148138,-0.5971069,11.20294,4.700822,0.2268471,0.06280956,0.2102814,0.03072559,56050674,37469810,218.8355,0.3890056,0.3890154,0.3283265,-0.003765393,0.01275917,0.01173595,0.01330318,0.01773999,41.41847,106.442,45.56775,0.2254314,0.2254523,0.2049641,0.1404351,-0.1157474,0.01173595,0.1819876,0.1823656,-1.041786,-62.84869,23.37015,0.7930177,2.569132,2.697016,0.6678932,0.6691968,10122021,80342743,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.6921,23.37015,-0.5971069,-0.5971069,20,0.6565163,-1.116899,0.01173595,-0.2439041,2.569132,0.1829305,0.7930177,26.26143,23.37015,0,3.68976,6.958215,-62.84869,0,0,0,0,5.087079,4.552232,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,-0.6097555,0.4573226,-4.420733,-37.22998,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,12.0428,0,0x00000000,19.99203,99,0,0x00000000,0
397.94,6,-0.06481683,0.02513057,0.0757697,0.000220729,-0.0001912899,0.0001100898,0.0002811775,-8.598343E-05,9.840727E-05,0.9999017,0.09931223,-0.05995826,0.4299318,-9.945279,5.14327,-0.5975037,11.19651,4.586655,0.2341681,0.06457721,0.2102814,0.03072559,56050674,37469810,218.8351,0.3798869,0.3798948,0.3253145,0.0003400687,0.007178361,0.01117968,0.007186412,0.01329022,57.2667,87.2877,26.59754,0.2150044,0.2150225,0.197671,0.1445406,-0.1213282,0.01117968,0.1887128,0.1890437,-0.7449098,-63.36902,23.37019,0.7918606,2.56232,2.696552,0.6651511,0.6664509,10122021,80342753,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.7031,23.37019,-0.5975037,-0.5975037,20,0.6805572,-1.067344,0.01117968,-0.2439041,2.56232,0.1829305,0.7918606,26.30106,23.37019,0,3.390342,7.255091,-63.36902,0,0,0,0,5.156905,4.627015,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,-0.6097555,0.4573226,-3.963417,-35.57814,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,12.0428,0,0x00000000,19.99203,99,0,0x00000000,0
397.95,6,-0.02973443,0.008710776,-0.007437574,0.001318587,-0.001935896,-0.0004377365,0.001962718,-0.001234509,-0.0005420446,1.000545,0.09931223,-0.05995826,0.4299318,-9.945275,5.143342,-0.5973969,11.19654,4.586655,0.2341681,0.06457721,0.2102814,0.03072559,56050674,37469810,218.8353,0.381116,0.3811241,0.3264073,0.0005327064,0.007057182,0.01123289,0.007077259,0.0132765,57.78712,85.68327,25.71501,0.2160117,0.21603,0.1985205,0.1447332,-0.1214494,0.01123289,0.1889383,0.1892719,-0.7572665,-63.35935,23.37016,0.7919601,2.562,2.69672,0.6654266,0.666726,10122021,80342763,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.7028,23.37016,-0.5973969,-0.5973969,20,0.6813788,-1.067344,0.01123289,-0.2439041,2.562,0.1829305,0.7919601,26.3407,23.37016,0,3.402385,7.242734,-63.35935,0,0,0,0,5.238508,4.705368,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,-0.6097555,0.4573226,-3.963417,-35.57814,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,12.0428,0,0x00000000,19.99203,99,0,0x00000000,0
397.96,6,-0.02744438,0.02016125,0.06011966,0.001144825,-0.0005128048,-0.001426339,0.001210831,3.712997E-05,-0.001463532,1.001464,0.1063122,-0.04995826,0.4489318,-9.945269,5.143412,-0.59729,11.19656,4.586655,0.2341681,0.06457721,0.2102814,0.03072559,56050674,37469810,218.8354,0.3823549,0.3823631,0.3275092,0.0006515445,0.007060817,0.01137655,0.007090814,0.01340543,58.06541,84.72791,25.21306,0.2170179,0.2170365,0.1993677,0.1448521,-0.1214458,0.01137655,0.189027,0.189369,-0.7994142,-63.33522,23.3708,0.792144,2.561713,2.696889,0.6657021,0.6670009,10122021,80342773,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.7025,23.3708,-0.59729,-0.59729,20,0.6817284,-1.025413,0.01137655,-0.2439041,2.561713,0.1829305,0.792144,26.38033,23.3708,0,3.444181,7.200587,-63.33522,0,0,0,0,5.292027,4.75928,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,-0.6097555,0.4573226,-3.963417,-34.18044,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,12.05182,0,0x00000000,19.99203,99,0,0x00000000,0
397.97,6,0.02484575,0.0961154,0.02920371,0.0005472321,0.0002412423,-0.001805604,0.000360366,0.0005037896,-0.001800418,1.001801,0.1063122,-0.04995826,0.4489318,-9.945262,5.143483,-0.597168,11.19659,4.586655,0.2341681,0.06457721,0.2102814,0.03072559,56050674,37469810,218.8355,0.3836035,0.3836119,0.32862,0.0006869069,0.007110257,0.01155327,0.007143361,0.01358329,58.2716,84.48191,24.96912,0.2180229,0.2180416,0.2002125,0.1448874,-0.1213963,0.01155327,0.1890223,0.1893751,-0.8523706,-63.3161,23.37117,0.7931004,2.561944,2.697058,0.6659772,0.6672761,10122021,80342783,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.7021,23.37117,-0.597168,-0.597168,20,0.6817502,-0.956798,0.01155327,-0.2439041,2.561944,0.1829305,0.7931004,26.41997,23.37117,0,3.497636,7.147631,-63.3161,0,0,0,0,5.361549,4.830993,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,-0.6097555,0.4573226,-3.963417,-31.89326,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,12.05182,0,0x00000000,19.99203,99,0,0x00000000,0
397.98,6,-0.008742005,0.01481768,0.02500517,0.001599115,7.048249E-05,-0.0008103848,0.001416026,0.0007288978,-0.0008285046,1.00083,0.1063122,-0.04995826,0.4489318,-9.945254,5.143554,-0.5970459,11.19662,4.586655,0.2341681,0.06457721,0.2102814,0.03072559,56050674,37469810,218.8356,0.3848619,0.3848704,0.32974,0.0008258853,0.007181792,0.0116346,0.007229123,0.01369759,58.14538,83.43998,24.77888,0.2190261,0.2190451,0.2010549,0.1450264,-0.1213248,0.0116346,0.189083,0.1894406,-0.8761653,-63.27229,23.37146,0.7932465,2.561839,2.697227,0.6662526,0.6675512,10122021,80342793,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.7018,23.37146,-0.5970459,-0.5970459,20,0.681986,-0.956798,0.0116346,-0.2439041,2.561839,0.1829305,0.7932465,26.4596,23.37146,0,3.521069,7.123836,-63.27229,0,0,0,0,5.429796,4.89529,0,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,-0.6097555,0.4573226,-3.963417,-31.89326,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,12.05182,0,0x00000000,19.99203,99,0,0x00000000,0
