Время (сек),[Вертолет] Состояние,[Угловая скорость в связанной СК] По оси X (град-с),[Угловая скорость в связанной СК] По оси Y (град-с),[Угловая скорость в связанной СК] По оси Z (град-с),[Полное ускорение в связанной СК] По оси X (G),[Полное ускорение в связанной СК] По оси Y (G),[Полное ускорение в связанной СК] По оси Z (G),[Полное ускорение в нормальной СК] Северное (G),[Полное ускорение в нормальной СК] Восточное (G),[Полное ускорение в нормальной СК] Вертикальное (G),[Полное ускорение в нормальной СК] Перегрузка (G),[Напряженность МПЗ в связанной СК] По оси X (Гаусс),[Напряженность МПЗ в связанной СК] По оси Y (Гаусс),[Напряженность МПЗ в связанной СК] По оси Z (Гаусс),[Координаты в стартовой СК] Удаление на Север (м),[Координаты в стартовой СК] Удаление на Восток (м),[Координаты в стартовой СК] Высота (м),[Координаты в стартовой СК] Удаление по горизонтали (м),[Координаты в стартовой СК] Уход по горизонтали (м),[Координаты в стартовой СК] Уход по вертикали (м),[Координаты в стартовой СК] Ошибка по горизонтали (м),[Координаты в стартовой СК] Ошибка по вертикали (м),[Координаты в стартовой СК] СКО курса (град),[Координаты в географической СК] Широта (микро град),[Координаты в географической СК] Долгота (микро град),[Координаты в географической СК] Высота (м),[Координаты в географической СК] СКО широты (м),[Координаты в географической СК] СКО долготы (м),[Координаты в географической СК] СКО высоты (м),[Скорость относительно Земли] Северная (м-с),[Скорость относительно Земли] Восточная (м-с),[Скорость относительно Земли] Вертикальная (м-с),[Скорость относительно Земли] Горизонтальная (м-с),[Скорость относительно Земли] Полная (м-с),[Скорость относительно Земли] Траекторный угол (град),[Скорость относительно Земли] Путевой угол (град),[Скорость относительно Земли] Угол сноса (град),[Скорость относительно Земли] СКО северной (м-c),[Скорость относительно Земли] СКО восточной (м-c),[Скорость относительно Земли] СКО вертикальной (м-c),[Скорость относительно воздуха] Северная (м-с),[Скорость относительно воздуха] Восточная (м-с),[Скорость относительно воздуха] Вертикальная (м-с),[Скорость относительно воздуха] Горизонтальная (м-с),[Скорость относительно воздуха] Полная (м-с),[Скорость относительно воздуха] Угол атаки (град),[Скорость относительно воздуха] Угол скольжения (град),[Ориентация] Курс (град),[Ориентация] Тангаж (град),[Ориентация] Крен (град),[Ориентация] СКО курса (град),[Ориентация] СКО тангажа (град),[Ориентация] СКО крена (град),[Время] Дата (ddmmyyyy),[Время] Время (hhmmsssss),[Точка цели] Флаги,[Точка цели] Широта (микроград),[Точка цели] Долгота (микроград),[Точка цели] Высота (м),[Точка цели] Скорость (км-ч),[Точка цели] Путевой угол (град),[Точка цели] Азимут (град),[Точка цели] Возвышение (град),[Точка цели] Дальность (м),[Автопилот] Код ошибки,[Автопилот] Режим работы (0-A 1-AM 2-M),[Автопилот] Заданный путевой угол (град),[Автопилот] Текущий путевой угол (град),[Автопилот] Заданная высота (м),[Автопилот] Текущая высота (м),[Автопилот] Заданная скорость (км-ч),[Автопилот] Текущая скорость (км-ч),[Автопилот] Заданная вертикальная скорость (м-с),[Автопилот] Текущая  вертикальная скорость (м-с),[Автопилот] Заданный крен (град),[Автопилот] Текущий крен (град),[Автопилот] Заданный тангаж (град),[Автопилот] Текущий тангаж (град),[Автопилот] Заданный курс (град),[Автопилот] Текущий курс (град),[Автопилот] Заданный траекторный угол (град),[Автопилот] Текущий траекторный угол (град),[Автопилот] Текущий угол атаки (град),[Автопилот] Текущий угол скольжения (град),[Автопилот] Заданная тяга (%),[Автопилот] Триммер автомата тяги (%),[Автопилот] Триммер руля высоты (град),[Силовая установка] Тяга переднего левого двигателя (%),[Силовая установка] Тяга переднего правого двигателя (%),[Силовая установка] Тяга заднего левого двигателя (%),[Силовая установка] Тяга заднего правого двигателя (%),[Передний левый двигатель] Код ошибки,[Передний правый двигатель] Код ошибки,[Задний левый двигатель] Код ошибки,[Задний правый двигатель] Код ошибки,[Футаба] Канал флагов,[Футаба] Код ошибки,[Канал крена] Относительное положение,[Канал тангажа] Относительное положение,[Канал направления] Относительное положение,[Канал тяги] Относительное положение,[Канал автопилота] Относительное положение,[Канал двигателей] Относительное положение,[Канал парашюта] Относительное положение,[Канал связи] Относительное положение,[Канал полезной нагрузки] Относительное положение,[Канал режима] Относительное положение,[Канал 11] Относительное положение,[Канал 12] Относительное положение,[Канал 13] Относительное положение,[Канал 14] Относительное положение,[Канал 15] Относительное положение,[Канал 16] Относительное положение,[Батарея] Код ошибки,[Батарея] Напряжение (В),[Батарея] Ток (A),[Топливный бак] Код ошибки,[Топливный бак] Остаток (л),[Топливный бак] Уровень (%),[Топливный бак] Расход (л-мин),[Высотомер] Код ошибки,[Высотомер] Расстояние (м)
402.549,6,0.3709662,0.3059767,13.74111,0.04116182,-0.07423367,-0.002393305,0.06831555,-0.05008971,-0.006323338,1.009883,0.06931224,-0.04062493,0.4212652,-9.95628,5.119644,-0.7082977,11.19546,4.420636,0.6246623,0.05830382,-0.1735992,0.03072559,56050674,37469809,218.7243,0.4372871,0.4372963,0.3469251,1.434144E-05,-0.02087544,-0.01628234,0.02087544,0.02647449,-37.95338,270.0394,-43.46312,0.2281099,0.2281342,0.2078624,0.1442149,-0.149382,-0.01628234,0.2076365,0.2082739,7.183646,-69.57211,24.83895,0.8710472,2.555606,2.686251,0.6745672,0.6760524,10122021,80347362,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.8362,24.83895,-0.7082977,-0.7082977,20,0.7497861,0.8157558,-0.01628234,-0.2439041,2.555606,0.1829305,0.8710472,28.21568,24.83895,0,-4.483818,15.18365,-69.57211,24.38504,0,0,20.50372,27.99807,27.49199,21.54637,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,-0.6097555,0.4573226,7.0122,27.19186,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,11.50155,0,0x00000000,19.9919,99,0,0x00000000,0
402.559,6,0.628806,-0.9587097,2.396878,0.06048813,-0.02203241,-0.01178044,0.06367521,0.005749822,-0.01366484,1.015679,0.06931224,-0.04062493,0.4212652,-9.956248,5.119438,-0.7084503,11.19534,4.420636,0.6246623,0.05830382,-0.1735992,0.03072559,56050674,37469809,218.7242,0.4384841,0.4384935,0.3481153,0.006264274,-0.02031106,-0.01494111,0.02125512,0.02598109,-35.10499,287.1407,-51.65033,0.2291045,0.22913,0.2086853,0.1504648,-0.1488176,-0.01494111,0.2116279,0.2121546,6.739679,-68.48435,24.86251,0.8604094,2.562228,2.686417,0.6748411,0.676322,10122021,80347372,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.8371,24.86251,-0.7084503,-0.7084503,20,0.7637566,0.8157558,-0.01494111,-0.2439041,2.562228,0.1829305,0.8604094,28.14556,24.86251,0,-4.038432,14.73968,-68.48435,24.43875,0,0,18.85949,29.83761,29.22843,19.82948,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,-0.6097555,0.4573226,7.0122,27.19186,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,11.50155,0,0x00000000,19.9919,99,0,0x00000000,0
402.569,6,-1.085522,-0.04122243,-10.8089,-0.001190967,-0.02244904,-0.004449308,0.008160576,-0.02059602,-0.005427361,1.005672,0.06931224,-0.04062493,0.4212652,-9.956182,5.119225,-0.7086029,11.19518,4.420636,0.6246623,0.05830382,-0.1735992,0.03072559,56050674,37469809,218.724,0.4396911,0.4397007,0.3493147,0.007065284,-0.0223326,-0.01440842,0.02342356,0.02750029,-31.59672,287.5557,-55.18222,0.2300957,0.230121,0.2095059,0.1512658,-0.1508392,-0.01440842,0.2136207,0.2141061,6.54993,-68.66212,24.75453,0.8648278,2.549726,2.686589,0.6751106,0.6765984,10122021,80347382,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.8379,24.75453,-0.7086029,-0.7086029,20,0.7707818,0.8157558,-0.01440842,-0.2439041,2.549726,0.1829305,0.8648278,28.07543,24.75453,0,-3.858676,14.54993,-68.66212,24.50785,0,0,16.68046,32.09207,31.6403,17.61858,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,-0.6097555,0.4573226,7.0122,27.19186,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,12.27735,0,0x00000000,19.9919,99,0,0x00000000,0
402.579,6,-0.8342158,0.6059121,-12.44816,0.002483873,0.0222847,0.009165287,-0.006679144,0.02108261,0.01010668,0.9901403,0.07931224,-0.02462493,0.4732652,-9.956114,5.119012,-0.7087555,11.19502,4.420636,0.6246623,0.05830382,-0.1735992,0.03072559,56050674,37469809,218.7239,0.4409081,0.4409179,0.3505233,0.006409733,-0.02026326,-0.01540044,0.02125287,0.0262461,-35.92817,287.5534,-50.9746,0.2310791,0.2311052,0.2103236,0.1506103,-0.1487698,-0.01540044,0.2116977,0.2122571,6.845969,-68.1983,24.63046,0.8764172,2.539476,2.686762,0.6753792,0.6768765,10122021,80347392,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.8387,24.63046,-0.7087555,-0.7087555,20,0.7641257,0.8157558,-0.01540044,-0.2439041,2.539476,0.1829305,0.8764172,28.00531,24.63046,0,-4.160784,14.84597,-68.1983,24.60616,0,0,16.38622,32.53548,32.12028,17.38268,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,-0.6097555,0.4573226,7.0122,27.19186,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,12.27735,0,0x00000000,19.9919,99,0,0x00000000,0
402.589,6,0.09293416,0.9517665,-0.2485643,-0.05439844,0.04947555,0.01547182,-0.06943007,0.02178013,0.0184837,0.9842099,0.07931224,-0.02462493,0.4732652,-9.956084,5.11882,-0.7089233,11.19491,4.420636,0.6246623,0.05830382,-0.1735992,0.03072559,56050674,37469809,218.7237,0.4421352,0.4421452,0.351741,-0.0004050066,-0.01812546,-0.01721468,0.01812998,0.02500083,-43.51659,268.72,-38.41482,0.2320584,0.2320845,0.2111388,0.1437955,-0.146632,-0.01721468,0.2053731,0.2060933,7.481616,-68.85449,24.62844,0.8860454,2.540353,2.686934,0.6756508,0.6771504,10122021,80347402,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.8395,24.62844,-0.7089233,-0.7089233,20,0.741936,0.8157558,-0.01721468,-0.2439041,2.540353,0.1829305,0.8860454,27.93519,24.62844,0,-4.791419,15.48162,-68.85449,24.72036,0,0,18.60829,30.51435,30.07701,19.6818,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,-0.6097555,0.4573226,7.0122,27.19186,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,12.27735,0,0x00000000,19.9919,99,0,0x00000000,0
402.599,6,0.8072219,0.9031054,11.54227,-0.02455848,0.04751351,0.004220068,-0.04190162,0.0326796,0.006705821,0.9947146,0.07931224,-0.02462493,0.4732652,-9.956109,5.118655,-0.7029266,11.19485,4.420636,0.591046,0.05830382,0.1305389,0.03072559,56050674,37469809,218.7297,0.4433723,0.4433825,0.3445454,-0.004517751,-0.01491784,-0.01573326,0.01558692,0.02214696,-45.26772,253.1515,-29.64024,0.2330408,0.2330675,0.2102811,0.1396828,-0.1434244,-0.01573326,0.2002045,0.2008218,7.194304,-69.24529,24.74419,0.8899516,2.550198,2.687007,0.6759264,0.6774202,10122021,80347412,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.8403,24.74419,-0.7029266,-0.7029266,20,0.7229584,0.8157558,-0.01573326,-0.2439041,2.550198,0.1829305,0.8899516,27.86964,24.74419,0,-4.493409,15.1943,-69.24529,24.77147,0,0,20.9064,28.31878,27.84079,22.0199,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,-0.6097555,0.4573226,6.554878,27.19186,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,12.27735,0,0x00000000,19.9919,99,0,0x00000000,0
402.609,6,0.7134426,-1.319003,10.7446,0.04770582,-0.01040347,4.11272E-05,0.04754569,0.01043164,-0.001156092,1.002339,0.07931224,-0.02462493,0.4732652,-9.956131,5.118511,-0.7030792,11.19481,4.420636,0.591046,0.05830382,0.1305389,0.03072559,56050674,37469809,218.7296,0.4446196,0.44463,0.3457525,0.0001490158,-0.01389394,-0.0156198,0.01389474,0.02090555,-48.34502,270.6145,-34.90987,0.2340255,0.2340531,0.2110976,0.1443495,-0.1424005,-0.0156198,0.2027676,0.2033683,7.107077,-68.29084,24.85099,0.8719954,2.558952,2.687171,0.6762033,0.677686,10122021,80347422,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.841,24.85099,-0.7030792,-0.7030792,20,0.732126,0.8157558,-0.0156198,-0.2439041,2.558952,0.1829305,0.8719954,27.80409,24.85099,0,-4.404968,15.10708,-68.29084,24.84869,0,0,21.21701,28.31664,27.68783,22.17329,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,-0.6097555,0.4573226,6.25,27.19186,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,12.27735,0,0x00000000,19.9919,99,0,0x00000000,0
402.619,6,0.2099599,-0.4896847,-0.8779866,0.06334078,-0.06534664,-0.004249871,0.08469479,-0.03253222,-0.008124948,1.012199,0.07931224,-0.02462493,0.4732652,-9.956088,5.118356,-0.7032318,11.1947,4.420636,0.591046,0.05830382,0.1305389,0.03072559,56050674,37469809,218.7294,0.445877,0.4458877,0.3469689,0.008462073,-0.01708706,-0.01482233,0.01906762,0.0241511,-37.85992,296.3462,-49.5542,0.2350127,0.2350409,0.2119127,0.1526626,-0.1455936,-0.01482233,0.2109582,0.2114783,6.719578,-67.47667,24.84204,0.8675054,2.560895,2.687338,0.6764756,0.6779574,10122021,80347432,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.8416,24.84204,-0.7032318,-0.7032318,20,0.761322,0.8157558,-0.01482233,-0.2439041,2.560895,0.1829305,0.8675054,27.74159,24.84204,0,-4.019105,14.71958,-67.47667,24.91278,0,0,19.41968,30.18823,29.63982,20.40337,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,-0.6097555,0.4573226,6.25,27.19186,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,12.27735,0,0x00000000,19.9919,99,0,0x00000000,0
402.629,6,-0.8387365,0.5101626,-10.9348,-0.01002376,0.01475949,-0.01256037,-0.01563798,0.009733004,-0.01173568,1.011903,0.07931224,-0.02462493,0.4732652,-9.956011,5.11819,-0.7033691,11.19455,4.420636,0.591046,0.05830382,0.1305389,0.03072559,56050674,37469809,218.7293,0.4471447,0.4471556,0.3481948,0.00692718,-0.01613172,-0.01367045,0.01755614,0.02225083,-37.90685,293.2394,-49.52019,0.2359992,0.2360277,0.2127257,0.1511277,-0.1446383,-0.01367045,0.2091885,0.2096347,6.433711,-67.55005,24.73304,0.877488,2.550826,2.687512,0.6767446,0.6782344,10122021,80347442,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.8422,24.73304,-0.7033691,-0.7033691,20,0.7546849,0.8157558,-0.01367045,-0.2439041,2.550826,0.1829305,0.877488,27.68671,24.73304,0,-3.738958,14.43371,-67.55005,24.96998,0,0,17.70442,31.94759,31.52791,18.70001,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,-0.6097555,0.4573226,5.4878,27.19186,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,12.27735,0,0x00000000,19.9919,99,0,0x00000000,0
402.639,6,-0.3860209,0.4417565,-9.300479,-0.04530469,-0.01872963,-0.01759857,-0.03388014,-0.03525494,-0.0177145,1.018888,0.05564557,-0.03395826,0.4605985,-9.955958,5.118011,-0.7034912,11.19443,4.420636,0.591046,0.05830382,0.1305389,0.03072559,56050674,37469809,218.7292,0.4484226,0.4484337,0.34943,0.003601764,-0.01959207,-0.01193173,0.01992039,0.02322043,-30.92038,280.4169,-53.90961,0.2369878,0.2370155,0.2135373,0.1478023,-0.1480987,-0.01193173,0.2092337,0.2095736,5.958509,-68.85394,24.64035,0.8860458,2.545517,2.687684,0.6770138,0.6785106,10122021,80347452,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.8429,24.64035,-0.7034912,-0.7034912,20,0.754465,0.8157558,-0.01193173,-0.2439041,2.545517,0.1829305,0.8860458,27.63183,24.64035,0,-3.263807,13.95851,-68.85394,25.01581,0,0,17.94865,31.79641,31.35246,18.96573,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.9146333,0.4573226,4.573166,27.19186,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,12.27735,0,0x00000000,19.9919,99,0,0x00000000,0
402.649,6,-0.3638207,0.7072662,1.413604,-0.0232686,0.05222037,0.009108961,-0.04253151,0.03747244,0.01177913,0.9898452,0.05564557,-0.03395826,0.4605985,-9.959686,5.11643,-0.7065125,11.19702,4.424287,0.6336386,0.06629498,0.1305389,0.03072559,56050674,37469809,218.7261,0.4373207,0.4373298,0.3468905,-0.003338497,-0.01607029,-0.01610608,0.0164134,0.02299578,-44.45856,258.2642,-32.90488,0.2277438,0.2277688,0.2075547,0.140862,-0.1445769,-0.01610608,0.2018529,0.2024944,7.257725,-69.12693,24.65168,0.8947065,2.543009,2.687325,0.6745784,0.6760717,10122021,80347462,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.8588,24.65168,-0.7065125,-0.7065125,20,0.7289799,0.8157558,-0.01610608,0.3658562,2.543009,0.1829305,0.8947065,27.5861,24.65168,0,-4.562034,15.25773,-69.12693,25.17469,0,0,20.05586,29.9916,29.72514,20.92618,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.9146333,0.4573226,4.573166,27.19186,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,12.27735,0,0x00000000,19.9919,99,0,0x00000000,0
402.659,6,1.123836,-0.767326,10.78582,-0.0006502364,0.0358629,0.009804368,-0.01527385,0.03180623,0.01139861,0.9892308,0.05564557,-0.03395826,0.4605985,-9.959727,5.116285,-0.7066803,11.19699,4.424287,0.6336386,0.06629498,0.1305389,0.03072559,56050674,37469809,218.726,0.4385148,0.4385241,0.3480788,-0.004837651,-0.01294841,-0.0172249,0.01382259,0.02208532,-51.25375,249.5139,-23.93818,0.2287293,0.228755,0.2083771,0.1393629,-0.141455,-0.0172249,0.1985737,0.1993194,7.661134,-68.78999,24.75914,0.8822528,2.555892,2.68749,0.6748549,0.6763387,10122021,80347472,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.8595,24.75914,-0.7066803,-0.7066803,20,0.7175499,0.8157558,-0.0172249,0,2.555892,0.1829305,0.8822528,27.54951,24.75914,0,-4.957605,15.66113,-68.78999,25.27611,0,0,21.92218,28.42647,27.88178,22.87402,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0,0.4573226,3.658533,27.19186,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,12.27735,0,0x00000000,19.9919,99,0,0x00000000,0
402.669,6,0.5294701,-1.208752,8.646001,0.03505966,-0.05263837,0.00164181,0.05379999,-0.03321192,-0.001245022,1.003239,0.05564557,-0.03395826,0.4605985,-9.959749,5.116139,-0.7068481,11.19694,4.424287,0.6336386,0.06629498,0.1305389,0.03072559,56050674,37469809,218.7258,0.4397188,0.4397283,0.3492761,0.000442991,-0.01620825,-0.01710271,0.0162143,0.02356706,-46.52746,271.5656,-36.80584,0.2297193,0.2297451,0.2091982,0.1446435,-0.1447148,-0.01710271,0.2046073,0.2053208,7.4821,-68.54342,24.84501,0.8663266,2.562476,2.687655,0.6751309,0.6766058,10122021,80347482,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.8603,24.84501,-0.7068481,-0.7068481,20,0.7391549,0.8157558,-0.01710271,0,2.562476,0.1829305,0.8663266,27.51293,24.84501,0,-4.778133,15.4821,-68.54342,25.35331,0,0,21.87988,28.65793,28.1088,22.76664,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0,0.4573226,3.658533,27.19186,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,11.63687,0,0x00000000,19.9919,99,0,0x00000000,0
402.679,6,-0.1453414,0.3861823,-1.687837,0.03010333,-0.1220646,0.0008906722,0.07852006,-0.09805584,-0.005021453,1.012842,0.05564557,-0.03395826,0.4605985,-9.959706,5.115929,-0.707016,11.19681,4.424287,0.6336386,0.06629498,0.1305389,0.03072559,56050674,37469809,218.7256,0.4409329,0.4409426,0.3504826,0.008149984,-0.0258327,-0.01660985,0.02708783,0.0317748,-31.51601,287.5101,-55.22781,0.2307112,0.2307361,0.2100177,0.1523505,-0.1543393,-0.01660985,0.216867,0.2175021,7.084013,-68.99591,24.82836,0.8709487,2.560748,2.687825,0.6754026,0.676879,10122021,80347492,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.8611,24.82836,-0.707016,-0.707016,20,0.7830077,0.8157558,-0.01660985,0,2.560748,0.1829305,0.8709487,27.48854,24.82836,0,-4.379737,15.08401,-68.99591,25.42338,0,0,20.2045,30.36519,29.96077,21.16307,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0,0.4573226,2.439022,27.19186,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,11.63687,0,0x00000000,19.9919,99,0,0x00000000,0
402.689,6,-0.5562147,0.2147157,-8.851242,-0.02688941,0.008190382,-0.0003173351,-0.02782214,-0.003752001,0.0004585981,0.9999356,0.05564557,-0.03395826,0.4605985,-9.959639,5.115669,-0.7071838,11.19663,4.424287,0.6336386,0.06629498,0.1305389,0.03072559,56050674,37469809,218.7255,0.442157,0.4421668,0.3516981,0.005419192,-0.02620094,-0.01665489,0.02675551,0.03151575,-31.90163,281.6859,-53.39656,0.2316978,0.2317225,0.2108346,0.1496197,-0.1547075,-0.01665489,0.2152219,0.2158654,7.125074,-69.45201,24.74005,0.8770528,2.553817,2.687997,0.6756724,0.6771549,10122021,80347502,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.8621,24.74005,-0.7071838,-0.7071838,20,0.7771154,0.8157558,-0.01665489,0,2.553817,0.1829305,0.8770528,27.47939,24.74005,0,-4.424999,15.12508,-69.45201,25.50373,0,0,18.97548,31.76453,31.37401,19.90089,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0,0.4573226,0.9146333,27.19186,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,11.63687,0,0x00000000,19.9919,99,0,0x00000000,0
402.699,6,-0.6554915,1.009927,-7.085623,-0.04603332,0.05408259,-0.01898175,-0.06490401,0.03061614,-0.0158447,1.018376,0.1349789,-0.0192916,0.4705985,-9.959616,5.115422,-0.7053528,11.19649,4.424287,0.6336386,0.06629498,0.04176331,0.03072559,56050674,37469809,218.7273,0.4433911,0.4434012,0.3444466,-0.0009512948,-0.02319586,-0.01440915,0.02321536,0.02732356,-31.82677,267.6516,-47.13954,0.2326883,0.2327134,0.209948,0.1432492,-0.1517024,-0.01440915,0.208648,0.2091449,6.647645,-70.1879,24.66974,0.8903043,2.546156,2.68807,0.675942,0.6774314,10122021,80347512,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.8632,24.66974,-0.7053528,-0.7053528,20,0.7529218,0.8157558,-0.01440915,0,2.546156,0.1829305,0.8903043,27.47025,24.66974,0,-3.950554,14.64764,-70.1879,25.54012,0,0,19.17844,31.57651,31.25094,20.15458,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0,0.4573226,0.1524448,27.19186,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,11.63687,0,0x00000000,19.9919,99,0,0x00000000,0
402.709,6,-0.7506835,2.084739,1.191775,-0.01741808,0.04348882,-0.009629309,-0.0341176,0.03267719,-0.007415891,1.008523,0.1349789,-0.0192916,0.4705985,-9.959642,5.115206,-0.7054901,11.19642,4.424287,0.6213727,0.06629498,0.04176331,0.03072559,56050674,37469809,218.7272,0.4446355,0.4446457,0.345651,-0.004300009,-0.01998849,-0.01368128,0.02044578,0.02460096,-33.78844,257.8593,-39.81784,0.2336749,0.2337008,0.2107655,0.1399005,-0.1484951,-0.01368128,0.204017,0.2044752,6.533072,-70.30006,24.68261,0.9106123,2.53883,2.688245,0.6762134,0.6777068,10122021,80347522,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.8642,24.68261,-0.7054901,-0.7054901,20,0.7361109,0.8157558,-0.01368128,0,2.53883,0.1829305,0.9106123,27.46872,24.68261,0,-3.836483,14.53307,-70.30006,25.60542,0,0,20.61007,30.1955,29.95683,21.65926,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0,0.4573226,0.1524448,27.19186,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,11.63687,0,0x00000000,19.9919,99,0,0x00000000,0
402.719,6,0.5460777,-0.0719654,7.514819,0.01842535,0.02461261,0.01470548,0.006944474,0.02948409,0.01548851,0.9849774,0.1349789,-0.0192916,0.4705985,-9.959682,5.115021,-0.7056274,11.19637,4.424287,0.6213727,0.06629498,0.04176331,0.03072559,56050674,37469809,218.727,0.4458899,0.4459004,0.3468647,-0.003618364,-0.01709453,-0.01520154,0.01747328,0.02316036,-41.02287,258.0488,-35.12769,0.2346524,0.2346792,0.21158,0.1405822,-0.1456011,-0.01520154,0.2023933,0.2029633,6.997287,-69.55742,24.7577,0.9065698,2.54546,2.688413,0.6764881,0.677976,10122021,80347532,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.8652,24.7577,-0.7056274,-0.7056274,20,0.730668,0.8157558,-0.01520154,0,2.54546,0.1829305,0.9065698,27.4672,24.7577,0,-4.29536,14.99729,-69.55742,25.7138,0,0,21.93705,29.23007,28.77591,22.91217,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0,0.4573226,0.1524448,27.19186,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,11.63687,0,0x00000000,19.9919,99,0,0x00000000,0
402.729,6,0.6242959,-0.5081514,5.598388,0.05325139,-0.06845035,-0.02615786,0.0760687,-0.03898258,-0.03001165,1.033552,0.1349789,-0.0192916,0.4705985,-9.959681,5.11483,-0.7057648,11.19628,4.424287,0.6213727,0.06629498,0.04176331,0.03072559,56050674,37469809,218.7269,0.4471545,0.4471652,0.3480878,0.003848022,-0.02092078,-0.01225582,0.02127173,0.02454978,-29.94864,280.4221,-54.72314,0.2356469,0.235674,0.2123948,0.1480485,-0.1494274,-0.01225582,0.2103495,0.2107062,6.040549,-69.19788,24.81344,0.8990133,2.552559,2.68858,0.6767625,0.6782448,10122021,80347542,0x00000000,56050764,37469728,0,0,0,0,0,1000,0x00000000,1,332.866,24.81344,-0.7057648,-0.7057648,20,0.7585424,0.8157558,-0.01225582,0,2.552559,0.1829305,0.8990133,27.46567,24.81344,0,-3.334517,14.04055,-69.19788,25.73661,0,0,21.74898,29.49541,29.00372,22.69833,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0,0.4573226,0.1524448,27.19186,0,100,100,100,-100,-100,100,100,100,100,100,100,0x00000000,11.63687,0,0x00000000,19.9919,99,0,0x00000000,0
